word,neg_tf,bdc,neg_tf_bdc
蜡烛,4.16,0.41,1.7
开宝,4.16,0.41,1.7
进程,4.16,0.41,1.7
集体,4.16,0.41,1.7
大道,4.16,0.41,1.7
从来不,4.16,0.41,1.7
博士,4.16,0.41,1.7
飙车,4.16,0.41,1.7
前面,24.94,0.07,1.69
活动,8.31,0.2,1.69
广州,8.31,0.2,1.69
值得一提的是,4.16,0.41,1.69
试驾,58.19,0.03,1.68
二手车,12.47,0.13,1.68
曝光,8.31,0.2,1.68
越,33.25,0.05,1.67
东西,24.94,0.07,1.67
修车,8.31,0.2,1.67
模块,8.31,0.2,1.67
骂,8.31,0.2,1.67
两边,8.31,0.2,1.67
英国,4.16,0.4,1.67
全球,24.94,0.07,1.66
数据,16.63,0.1,1.66
夜晚,8.31,0.2,1.66
理念,4.16,0.4,1.66
未来,12.47,0.13,1.65
本,8.31,0.2,1.65
了解,16.63,0.1,1.64
凸起,4.16,0.39,1.64
帅气,4.16,0.4,1.64
翘,4.16,0.39,1.64
精致,4.16,0.39,1.64
缝线,4.16,0.39,1.64
底部,4.16,0.39,1.64
今年,33.25,0.05,1.63
已有,8.31,0.2,1.63
液压,8.31,0.2,1.63
平庸,8.31,0.2,1.63
卤素,8.31,0.2,1.63
购入,8.31,0.2,1.63
坐下,4.16,0.39,1.63
总体而言,4.16,0.39,1.63
下班,4.16,0.39,1.63
岁月,4.16,0.39,1.63
四指,4.16,0.39,1.63
说不出,4.16,0.39,1.63
试试,4.16,0.39,1.63
市里,4.16,0.39,1.63
看不见,4.16,0.39,1.63
脚感,4.16,0.39,1.63
几率,4.16,0.39,1.63
还给,4.16,0.39,1.63
惯,4.16,0.39,1.63
胳膊,4.16,0.39,1.63
服务质量,4.16,0.39,1.63
飞速,4.16,0.39,1.63
独享,4.16,0.39,1.63
地道,4.16,0.39,1.63
担忧,4.16,0.39,1.63
大点,4.16,0.39,1.63
舱盖,4.16,0.39,1.63
不便,4.16,0.39,1.63
只有,54.03,0.03,1.62
影像,24.94,0.06,1.62
人员,12.47,0.13,1.62
带有,12.47,0.13,1.62
总体,8.31,0.19,1.62
优秀,8.31,0.19,1.62
水平,8.31,0.19,1.62
尊贵型,4.16,0.39,1.62
指教,4.16,0.39,1.62
这场,4.16,0.39,1.62
长春,4.16,0.39,1.62
遇见,4.16,0.39,1.62
讯,4.16,0.39,1.62
限量版,4.16,0.39,1.62
同堂,4.16,0.39,1.62
年底,4.16,0.39,1.62
进店,4.16,0.39,1.62
即日起,4.16,0.39,1.62
合成,4.16,0.39,1.62
高音,4.16,0.39,1.62
底价,4.16,0.39,1.62
齿轮,4.16,0.39,1.62
车祸,4.16,0.39,1.62
变形,4.16,0.39,1.62
柏林,4.16,0.39,1.62
安排,4.16,0.39,1.62
爱好者,4.16,0.39,1.62
带,33.25,0.05,1.61
习惯,16.63,0.1,1.61
虽,8.31,0.19,1.61
高大,8.31,0.19,1.61
但,224.45,0.01,1.6
全面,20.78,0.08,1.6
档次,12.47,0.13,1.6
尊贵,8.31,0.19,1.59
伪装,4.16,0.38,1.59
上午,4.16,0.38,1.59
合作,4.16,0.38,1.59
格栅,4.16,0.38,1.59
附近,4.16,0.38,1.59
东莞,4.16,0.38,1.59
现在,133.01,0.01,1.58
优惠,29.1,0.05,1.58
也好,4.16,0.38,1.58
头部,4.16,0.38,1.58
环境,4.16,0.38,1.58
充沛,4.16,0.38,1.58
这里,29.1,0.05,1.57
子板,8.31,0.19,1.57
警示,8.31,0.19,1.57
驾驶室,8.31,0.19,1.57
钣金,8.31,0.19,1.57
子,4.16,0.38,1.57
值得,4.16,0.38,1.57
正品,4.16,0.38,1.57
战,4.16,0.38,1.57
压,4.16,0.38,1.57
新浪,4.16,0.38,1.57
氙气灯,4.16,0.38,1.57
人民币,4.16,0.38,1.57
评论,4.16,0.38,1.57
列,4.16,0.38,1.57
礼包,4.16,0.38,1.57
看点,4.16,0.38,1.57
纪念版,4.16,0.38,1.57
侧面,4.16,0.38,1.57
已,54.03,0.03,1.56
论坛,33.25,0.05,1.56
随便,12.47,0.12,1.56
缺少,12.47,0.12,1.56
皮,12.47,0.12,1.56
后门,12.47,0.12,1.56
一举,4.16,0.38,1.56
小巧,4.16,0.37,1.56
全家人,4.16,0.38,1.56
敲定,4.16,0.38,1.56
偏好,4.16,0.38,1.56
迷住,4.16,0.38,1.56
利用率,4.16,0.38,1.56
充裕,4.16,0.37,1.56
透镜,16.63,0.09,1.55
延续,12.47,0.12,1.55
条,8.31,0.19,1.55
撞,4.16,0.37,1.55
十月,4.16,0.37,1.55
沧州,4.16,0.37,1.55
部门,4.16,0.37,1.55
行车,20.78,0.07,1.54
左边,4.16,0.37,1.54
右侧,4.16,0.37,1.54
笑,4.16,0.37,1.54
什么样,4.16,0.37,1.54
求教,4.16,0.37,1.54
平顺,4.16,0.37,1.54
配套,4.16,0.37,1.54
拉低,4.16,0.37,1.54
救援,4.16,0.37,1.54
好看,4.16,0.37,1.54
高速公路,4.16,0.37,1.54
出售,4.16,0.37,1.54
车龄,4.16,0.37,1.54
敞篷,4.16,0.37,1.54
最后,45.72,0.03,1.53
相信,8.31,0.18,1.53
整容,4.16,0.37,1.53
疑似,4.16,0.37,1.53
塑造,4.16,0.37,1.53
受伤,4.16,0.37,1.53
商标,4.16,0.37,1.53
荣膺,4.16,0.37,1.53
恰到好处,4.16,0.37,1.53
哪些,4.16,0.37,1.53
摩擦,4.16,0.37,1.53
后部,4.16,0.37,1.53
诟病,4.16,0.37,1.53
夺,4.16,0.37,1.53
不难看出,4.16,0.37,1.53
差距,24.94,0.06,1.52
成功,12.47,0.12,1.52
最新,8.31,0.18,1.52
视觉,4.16,0.37,1.52
式,4.16,0.37,1.52
当时,70.66,0.02,1.51
像是,16.63,0.09,1.51
副,16.63,0.09,1.51
不同,12.47,0.12,1.51
借,8.31,0.18,1.51
达成,8.31,0.18,1.51
保修,8.31,0.18,1.51
全系,12.47,0.12,1.5
有关,12.47,0.12,1.49
缺点,12.47,0.12,1.49
认可,4.16,0.36,1.49
独特,4.16,0.36,1.49
可能,83.13,0.02,1.48
令人,8.31,0.18,1.48
超过,33.25,0.04,1.47
升级,20.78,0.07,1.47
轻,12.47,0.12,1.47
之所以,8.31,0.18,1.47
有力,8.31,0.18,1.47
负责,8.31,0.18,1.47
空间设计,4.16,0.35,1.47
好车,4.16,0.35,1.47
创新,4.16,0.35,1.47
便利性,4.16,0.35,1.47
售价,12.47,0.12,1.46
本土,8.31,0.18,1.46
独有,4.16,0.35,1.46
各种,29.1,0.05,1.45
用车,12.47,0.12,1.45
标配,12.47,0.12,1.45
去年,29.1,0.05,1.44
价位,20.78,0.07,1.44
属于,16.63,0.09,1.44
输出,16.63,0.09,1.44
汽油,16.63,0.09,1.44
率,8.31,0.17,1.44
是因为,4.16,0.35,1.44
前后排,4.16,0.35,1.44
内部空间,4.16,0.35,1.44
车顶,4.16,0.35,1.44
均,29.1,0.05,1.43
调校,8.31,0.17,1.43
最高,12.47,0.11,1.42
想想,12.47,0.11,1.42
早就,8.31,0.17,1.42
下车,8.31,0.17,1.42
地图,8.31,0.17,1.42
您,4.16,0.34,1.42
什么,137.16,0.01,1.41
并,99.75,0.01,1.41
进入,29.1,0.05,1.41
忠实,8.31,0.17,1.41
郑州,8.31,0.17,1.41
稳当,8.31,0.17,1.41
挺大,8.31,0.17,1.41
日益,8.31,0.17,1.41
求,8.31,0.17,1.41
杠杠,4.16,0.34,1.41
比例,4.16,0.34,1.41
?,24.94,0.06,1.4
这款,12.47,0.11,1.4
提示,8.31,0.17,1.4
功率,8.31,0.17,1.4
扎实,4.16,0.34,1.4
用户,4.16,0.34,1.4
仪表,24.94,0.06,1.39
宝宝,12.47,0.11,1.39
降低,8.31,0.17,1.39
尺寸,33.25,0.04,1.38
里程,20.78,0.07,1.38
小心,12.47,0.11,1.38
注重,8.31,0.17,1.38
吸引力,8.31,0.17,1.38
街,8.31,0.17,1.38
管,8.31,0.17,1.38
改善,8.31,0.17,1.38
自己,112.22,0.01,1.37
测试,16.63,0.08,1.37
日间,8.31,0.16,1.37
总结,4.16,0.33,1.37
环保,4.16,0.33,1.37
新款,45.72,0.03,1.36
用心,4.16,0.33,1.36
随动,4.16,0.33,1.35
谍照,4.16,0.33,1.35
关键,16.63,0.08,1.34
作用,12.47,0.11,1.34
设置,12.47,0.11,1.34
看来,12.47,0.11,1.34
最佳,4.16,0.32,1.34
热,4.16,0.32,1.34
所有,8.31,0.16,1.33
视野,8.31,0.16,1.33
工作,37.41,0.04,1.32
电子,29.1,0.05,1.32
回家,16.63,0.08,1.32
三厢,12.47,0.11,1.32
各,12.47,0.11,1.32
伙伴,4.16,0.32,1.31
啊,120.54,0.01,1.3
涡轮,49.88,0.03,1.3
巡航,8.31,0.16,1.3
还有,91.44,0.01,1.29
驱,20.78,0.06,1.29
换成,12.47,0.1,1.29
实现,4.16,0.31,1.29
旗下,24.94,0.05,1.28
众,8.31,0.15,1.28
备受,4.16,0.31,1.28
集团,24.94,0.05,1.27
经销商,12.47,0.1,1.27
特色,4.16,0.31,1.27
灵敏,4.16,0.31,1.27
驾驶员,4.16,0.31,1.27
自然,16.63,0.08,1.26
占据,12.47,0.1,1.26
这部,8.31,0.15,1.26
哇,8.31,0.15,1.26
过于,8.31,0.15,1.26
大车,8.31,0.15,1.26
不怎么,8.31,0.15,1.26
弯道,4.16,0.3,1.26
比如,33.25,0.04,1.25
真是,29.1,0.04,1.25
加,29.1,0.04,1.25
驾,20.78,0.06,1.25
从容,4.16,0.3,1.25
无,41.56,0.03,1.24
或者,33.25,0.04,1.24
越来越,24.94,0.05,1.24
后座,8.31,0.15,1.24
选车,24.94,0.05,1.23
至少,20.78,0.06,1.23
说明,16.63,0.07,1.23
产生,16.63,0.07,1.23
偏向,8.31,0.15,1.23
行李,4.16,0.3,1.23
同一,12.47,0.1,1.22
神车,4.16,0.29,1.22
去年同期,12.47,0.1,1.21
自身,4.16,0.29,1.21
夜间,4.16,0.29,1.21
盲区,4.16,0.29,1.21
溜,4.16,0.29,1.21
后方,4.16,0.29,1.21
辨识,4.16,0.29,1.21
已经,95.6,0.01,1.2
以上,45.72,0.03,1.2
代步,16.63,0.07,1.2
城市,8.31,0.14,1.2
走低,4.16,0.29,1.2
自吸,4.16,0.29,1.2
铸造,4.16,0.29,1.2
重复,4.16,0.29,1.2
中部,4.16,0.29,1.2
掌控,4.16,0.29,1.2
长相,4.16,0.29,1.2
乍,4.16,0.29,1.2
雨刮器,4.16,0.29,1.2
用处,4.16,0.29,1.2
一切正常,4.16,0.29,1.2
信,4.16,0.29,1.2
欣慰,4.16,0.29,1.2
小东西,4.16,0.29,1.2
箱子,4.16,0.29,1.2
乡下,4.16,0.29,1.2
熄灭,4.16,0.29,1.2
尾巴,4.16,0.29,1.2
突显,4.16,0.29,1.2
讨,4.16,0.29,1.2
水中,4.16,0.29,1.2
市值,4.16,0.29,1.2
市长,4.16,0.29,1.2
润滑,4.16,0.29,1.2
庆幸,4.16,0.29,1.2
清洁,4.16,0.29,1.2
平坦,4.16,0.29,1.2
偏重,4.16,0.29,1.2
排在,4.16,0.29,1.2
爬,4.16,0.29,1.2
内嵌式,4.16,0.29,1.2
内能,4.16,0.29,1.2
耐用性,4.16,0.29,1.2
乃,4.16,0.29,1.2
那啥,4.16,0.29,1.2
密封,4.16,0.29,1.2
萌生,4.16,0.29,1.2
蛮大,4.16,0.29,1.2
买单,4.16,0.29,1.2
落伍,4.16,0.29,1.2
萝卜,4.16,0.29,1.2
老虎,4.16,0.29,1.2
懒得,4.16,0.29,1.2
狂热,4.16,0.29,1.2
静止,4.16,0.29,1.2
浸泡,4.16,0.29,1.2
接连,4.16,0.29,1.2
架子,4.16,0.29,1.2
假,4.16,0.29,1.2
既有,4.16,0.29,1.2
机盖,4.16,0.29,1.2
横条,4.16,0.29,1.2
毫不逊色,4.16,0.29,1.2
关帝爷,4.16,0.29,1.2
关,4.16,0.29,1.2
固特异,4.16,0.29,1.2
个别,4.16,0.29,1.2
隔音材料,4.16,0.29,1.2
法系,4.16,0.29,1.2
对不起,4.16,0.29,1.2
低音炮,4.16,0.29,1.2
低点,4.16,0.29,1.2
达喀尔,4.16,0.29,1.2
吹牛,4.16,0.29,1.2
传到,4.16,0.29,1.2
藏,4.16,0.29,1.2
惨不忍睹,4.16,0.29,1.2
不无关系,4.16,0.29,1.2
不愧,4.16,0.29,1.2
不佳,4.16,0.29,1.2
不该,4.16,0.29,1.2
比较严重,4.16,0.29,1.2
保留意见,4.16,0.29,1.2
白菜,4.16,0.29,1.2
强烈,8.31,0.14,1.19
手感,4.16,0.29,1.19
进步,4.16,0.29,1.19
拿,29.1,0.04,1.18
如,16.63,0.07,1.18
低端,8.31,0.14,1.18
顺畅,4.16,0.28,1.18
这么,37.41,0.03,1.17
颜色,8.31,0.14,1.17
调整,8.31,0.14,1.17
化,8.31,0.14,1.17
风,16.63,0.07,1.16
遥控,12.47,0.09,1.16
就算,8.31,0.14,1.16
无论,4.16,0.28,1.16
拉,12.47,0.09,1.15
加长,4.16,0.28,1.15
近,24.94,0.05,1.14
再次,20.78,0.05,1.14
下来,20.78,0.05,1.14
程度,12.47,0.09,1.14
不论是,8.31,0.14,1.14
大家,95.6,0.01,1.13
长时间,4.16,0.27,1.13
扭矩,4.16,0.27,1.13
朋友,99.75,0.01,1.12
看看,54.03,0.02,1.12
后面,33.25,0.03,1.12
较为,12.47,0.09,1.12
超跑,12.47,0.09,1.12
越野,8.31,0.13,1.12
车灯,8.31,0.13,1.12
打造,4.16,0.27,1.12
一定,24.94,0.04,1.11
如果说,8.31,0.13,1.11
加入,8.31,0.13,1.11
高速行驶,8.31,0.13,1.11
城市道路,8.31,0.13,1.11
车长,8.31,0.13,1.11
印象,4.16,0.27,1.11
配,54.03,0.02,1.1
不要,29.1,0.04,1.1
卡,12.47,0.09,1.1
再有,4.16,0.26,1.1
途中,4.16,0.26,1.1
添,4.16,0.26,1.1
胜出,4.16,0.26,1.1
坡道,4.16,0.26,1.1
内部,4.16,0.26,1.1
富有,4.16,0.26,1.1
地面,4.16,0.26,1.1
之前,83.13,0.01,1.09
还要,24.94,0.04,1.09
先生,12.47,0.09,1.09
理由,12.47,0.09,1.09
发展,12.47,0.09,1.09
强项,8.31,0.13,1.09
解锁,8.31,0.13,1.09
很棒,4.16,0.26,1.08
传统,4.16,0.26,1.08
不可,4.16,0.26,1.08
榜,4.16,0.26,1.08
其中,24.94,0.04,1.07
同,12.47,0.09,1.07
换车,12.47,0.09,1.07
放心,12.47,0.09,1.07
国产,33.25,0.03,1.06
选,16.63,0.06,1.06
弯,12.47,0.09,1.06
厚道,12.47,0.09,1.06
变得,12.47,0.09,1.06
儿童,8.31,0.13,1.06
享受,4.16,0.25,1.06
变,4.16,0.26,1.06
后来,54.03,0.02,1.05
哪,24.94,0.04,1.05
氙气,20.78,0.05,1.05
有没有,8.31,0.13,1.05
保证,4.16,0.25,1.05
面前,12.47,0.08,1.04
送,4.16,0.25,1.04
马,4.16,0.25,1.04
旅,4.16,0.25,1.04
车速,4.16,0.25,1.04
新车,141.32,0.01,1.03
车主,108.07,0.01,1.03
是否,12.47,0.08,1.03
升,12.47,0.08,1.03
北美,12.47,0.08,1.03
整个,8.31,0.12,1.03
信心,8.31,0.12,1.03
奇怪,8.31,0.12,1.03
看法,8.31,0.12,1.03
经济,8.31,0.12,1.03
家用车,4.16,0.25,1.03
加热,8.31,0.12,1.02
达,8.31,0.12,1.02
当初,4.16,0.24,1.02
诚意,4.16,0.25,1.02
超,8.31,0.12,1.01
张扬,4.16,0.24,1.01
引擎盖,4.16,0.24,1.01
现款,4.16,0.24,1.01
顺手,4.16,0.24,1.01
上看,4.16,0.24,1.01
加大,4.16,0.24,1.01
排行榜,12.47,0.08,1
短,12.47,0.08,1
似乎,20.78,0.05,0.99
如此,20.78,0.05,0.99
不管,20.78,0.05,0.99
提到,12.47,0.08,0.99
仅,12.47,0.08,0.99
背,4.16,0.24,0.99
研发,4.16,0.24,0.98
尾箱,4.16,0.24,0.98
微微,4.16,0.24,0.98
贴合,4.16,0.24,0.98
亮度,4.16,0.24,0.98
基因,4.16,0.24,0.98
钢材,4.16,0.24,0.98
顶部,4.16,0.24,0.98
大面积,4.16,0.24,0.98
不用说,4.16,0.24,0.98
这些,49.88,0.02,0.97
应对,4.16,0.23,0.97
英寸,4.16,0.23,0.97
检测,16.63,0.06,0.96
提醒,8.31,0.12,0.96
陆续,4.16,0.23,0.95
监测,4.16,0.23,0.95
继续,4.16,0.23,0.95
称,16.63,0.06,0.94
物品,4.16,0.23,0.94
出门,4.16,0.23,0.94
常年,4.16,0.23,0.94
中控,20.78,0.04,0.93
家人,4.16,0.22,0.93
既,4.16,0.22,0.93
依旧,20.78,0.04,0.92
多功能,16.63,0.06,0.92
不小,12.47,0.07,0.92
折腾,8.31,0.11,0.92
影响力,8.31,0.11,0.92
进来,8.31,0.11,0.92
减半,8.31,0.11,0.92
具备,4.16,0.22,0.92
离合,41.56,0.02,0.91
时代,4.16,0.22,0.91
即使,4.16,0.22,0.91
材料,4.16,0.22,0.91
自动,149.63,0.01,0.9
全,54.03,0.02,0.9
拥堵,8.31,0.11,0.9
明确,8.31,0.11,0.9
开过,8.31,0.11,0.9
挤,8.31,0.11,0.9
放在,8.31,0.11,0.9
著称,4.16,0.22,0.9
支撑杆,4.16,0.22,0.9
再就是,4.16,0.22,0.9
摇,4.16,0.22,0.9
心意,4.16,0.22,0.9
响应速度,4.16,0.22,0.9
无所谓,4.16,0.22,0.9
无不,4.16,0.22,0.9
完车,4.16,0.22,0.9
挺舒服,4.16,0.22,0.9
舒雅,4.16,0.22,0.9
人心,4.16,0.22,0.9
轻奢,4.16,0.22,0.9
亲身,4.16,0.22,0.9
前端,4.16,0.22,0.9
皮革,4.16,0.22,0.9
碰上,4.16,0.22,0.9
绿灯,4.16,0.22,0.9
落下,4.16,0.22,0.9
浪,4.16,0.22,0.9
困境,4.16,0.22,0.9
今年以来,4.16,0.22,0.9
街车,4.16,0.22,0.9
较强,4.16,0.22,0.9
交通状况,4.16,0.22,0.9
好开,4.16,0.22,0.9
行走,4.16,0.22,0.9
股东,4.16,0.22,0.9
功课,4.16,0.22,0.9
各有所爱,4.16,0.22,0.9
高标准,4.16,0.22,0.9
诶,4.16,0.22,0.9
顿时,4.16,0.22,0.9
独创,4.16,0.22,0.9
单边,4.16,0.22,0.9
大半年,4.16,0.22,0.9
窜,4.16,0.22,0.9
憋屈,4.16,0.22,0.9
笨重,4.16,0.22,0.9
悬挂,24.94,0.04,0.89
表示,20.78,0.04,0.89
期待,8.31,0.11,0.89
坐车,4.16,0.21,0.89
总之,4.16,0.21,0.89
指向性,4.16,0.21,0.89
载物,4.16,0.21,0.89
预计,4.16,0.21,0.89
一路上,4.16,0.21,0.89
瑕疵,4.16,0.21,0.89
算不上,4.16,0.21,0.89
市场占有率,4.16,0.21,0.89
实实在在,4.16,0.21,0.89
认定,4.16,0.21,0.89
经济实用,4.16,0.21,0.89
个个,4.16,0.21,0.89
布局,4.16,0.22,0.89
不太好,4.16,0.21,0.89
暴雨,4.16,0.21,0.89
实际,20.78,0.04,0.88
气,12.47,0.07,0.88
女生,8.31,0.11,0.88
买来,8.31,0.11,0.88
产能,8.31,0.11,0.88
媒体,4.16,0.21,0.88
看中,4.16,0.21,0.88
静音,4.16,0.21,0.88
处于,4.16,0.21,0.88
焊接,8.31,0.1,0.87
德,4.16,0.21,0.87
打,20.78,0.04,0.86
试,16.63,0.05,0.86
保险杠,16.63,0.05,0.86
眼睛,8.31,0.1,0.86
驱车,8.31,0.1,0.86
累,8.31,0.1,0.86
给予,8.31,0.1,0.86
该车,4.16,0.21,0.86
电动机,4.16,0.21,0.86
官方,12.47,0.07,0.85
而言,12.47,0.07,0.85
上下班,8.31,0.1,0.85
凸显,4.16,0.21,0.85
上档次,4.16,0.21,0.85
轻盈,4.16,0.21,0.85
美系,4.16,0.21,0.85
看重,4.16,0.21,0.85
应该,49.88,0.02,0.84
走,45.72,0.02,0.84
决定,16.63,0.05,0.84
远,12.47,0.07,0.84
怕,12.47,0.07,0.84
自动档,8.31,0.1,0.84
意见,8.31,0.1,0.84
退出,8.31,0.1,0.84
概念车,8.31,0.1,0.84
离,4.16,0.2,0.84
高端,4.16,0.2,0.84
便宜,33.25,0.03,0.83
!,24.94,0.03,0.83
侧,12.47,0.07,0.83
作业,8.31,0.1,0.83
重视,8.31,0.1,0.83
支持,8.31,0.1,0.83
廉价,8.31,0.1,0.83
分别,8.31,0.1,0.83
新能源,4.16,0.2,0.83
销售,112.22,0.01,0.82
必须,20.78,0.04,0.82
心,16.63,0.05,0.82
普通,16.63,0.05,0.82
几乎,12.47,0.07,0.82
计划,8.31,0.1,0.82
版本,8.31,0.1,0.82
因素,4.16,0.2,0.82
问,33.25,0.02,0.81
购车,33.25,0.02,0.81
首先,20.78,0.04,0.81
排量,16.63,0.05,0.81
中心,8.31,0.1,0.81
协调,8.31,0.1,0.81
哥们,8.31,0.1,0.81
冲击,8.31,0.1,0.81
专业人士,4.16,0.2,0.81
致,4.16,0.2,0.81
噪音控制,4.16,0.2,0.81
原地,4.16,0.2,0.81
雨刷器,4.16,0.2,0.81
有点像,4.16,0.2,0.81
油价,4.16,0.2,0.81
虚拟,4.16,0.2,0.81
形容,4.16,0.19,0.81
小小的,4.16,0.2,0.81
乡村,4.16,0.2,0.81
下手,4.16,0.2,0.81
下定决心,4.16,0.2,0.81
拖,4.16,0.2,0.81
体育场,4.16,0.2,0.81
讨厌,4.16,0.2,0.81
说来,4.16,0.2,0.81
说法,4.16,0.2,0.81
试问,4.16,0.2,0.81
实,4.16,0.2,0.81
软硬,4.16,0.2,0.81
人声,4.16,0.2,0.81
轻便,4.16,0.2,0.81
强制,4.16,0.2,0.81
披露,4.16,0.2,0.81
批评,4.16,0.2,0.81
没买,4.16,0.2,0.81
没见,4.16,0.2,0.81
老年,4.16,0.2,0.81
老大,4.16,0.2,0.81
困扰,4.16,0.2,0.81
空,4.16,0.2,0.81
看吧,4.16,0.2,0.81
经营,4.16,0.19,0.81
节约,4.16,0.2,0.81
接轨,4.16,0.2,0.81
叫座,4.16,0.2,0.81
叫好,4.16,0.2,0.81
加州,4.16,0.2,0.81
缓冲,4.16,0.2,0.81
后窗,4.16,0.2,0.81
痕迹,4.16,0.2,0.81
观点,4.16,0.2,0.81
工地,4.16,0.2,0.81
更改,4.16,0.2,0.81
革命,4.16,0.2,0.81
高层,4.16,0.2,0.81
赶上,4.16,0.2,0.81
服役,4.16,0.2,0.81
分明,4.16,0.2,0.81
发现自己,4.16,0.2,0.81
从未,4.16,0.2,0.81
除外,4.16,0.2,0.81
充斥,4.16,0.2,0.81
持,4.16,0.2,0.81
沉淀,4.16,0.2,0.81
车窗,4.16,0.19,0.81
唉,4.16,0.2,0.81
定制,16.63,0.05,0.8
做到,4.16,0.19,0.8
增速,4.16,0.19,0.8
一度,4.16,0.19,0.8
适应,4.16,0.19,0.8
上下,4.16,0.19,0.8
倾斜,4.16,0.19,0.8
倾,4.16,0.19,0.8
轻快,4.16,0.19,0.8
年代,4.16,0.19,0.8
精细,4.16,0.19,0.8
吃力,4.16,0.19,0.8
超越,4.16,0.19,0.8
长,24.94,0.03,0.79
当,12.47,0.06,0.79
靠,8.31,0.09,0.79
正在,4.16,0.19,0.79
需要,74.82,0.01,0.78
包括,29.1,0.03,0.78
竞争力,12.47,0.06,0.78
战略,8.31,0.09,0.78
匹配,8.31,0.09,0.78
指,4.16,0.19,0.78
型号,4.16,0.19,0.78
定位,16.63,0.05,0.77
调,8.31,0.09,0.77
伤,8.31,0.09,0.77
承诺,8.31,0.09,0.77
哎,8.31,0.09,0.77
我家,4.16,0.19,0.77
融入,4.16,0.19,0.77
每个,4.16,0.19,0.77
北京,62.35,0.01,0.76
型,29.1,0.03,0.76
也许,16.63,0.05,0.76
他们,16.63,0.05,0.76
工具,12.47,0.06,0.76
主流,8.31,0.09,0.76
钢板,8.31,0.09,0.76
车中,8.31,0.09,0.76
正是,4.16,0.18,0.76
分析,12.47,0.06,0.75
滴,12.47,0.06,0.75
总的来说,4.16,0.18,0.75
准备,4.16,0.18,0.75
极大,4.16,0.18,0.75
地区,4.16,0.18,0.75
毫无,8.31,0.09,0.74
贷款,8.31,0.09,0.74
保值,8.31,0.09,0.74
组合,4.16,0.18,0.74
制造,4.16,0.18,0.74
造车,4.16,0.18,0.74
音乐,4.16,0.18,0.74
皮质,4.16,0.18,0.74
靠背,4.16,0.18,0.74
较低,4.16,0.18,0.74
及时,4.16,0.18,0.74
工厂,4.16,0.18,0.74
点缀,4.16,0.18,0.74
爆发,4.16,0.18,0.74
人家,20.78,0.03,0.73
道路,16.63,0.04,0.73
原,8.31,0.09,0.73
无奈,8.31,0.09,0.73
那时,8.31,0.09,0.73
差别,8.31,0.09,0.73
行,24.94,0.03,0.72
态度,12.47,0.06,0.72
急,8.31,0.09,0.72
充电,8.31,0.09,0.72
山路,4.16,0.17,0.72
和谐,4.16,0.17,0.72
高科技,4.16,0.17,0.72
低调,4.16,0.17,0.72
虽说,12.47,0.06,0.71
门板,12.47,0.06,0.71
逼,12.47,0.06,0.71
广告,4.16,0.17,0.71
那么,54.03,0.01,0.7
听,20.78,0.03,0.7
近日,20.78,0.03,0.7
坐在,8.31,0.08,0.7
这位,8.31,0.08,0.7
幅度,8.31,0.08,0.7
而已,8.31,0.08,0.7
来自,4.16,0.17,0.7
厚实,4.16,0.17,0.7
哈,4.16,0.17,0.7
不算,4.16,0.17,0.7
保有量,4.16,0.17,0.7
这项,8.31,0.08,0.69
窄,8.31,0.08,0.69
石家庄,8.31,0.08,0.69
裸,8.31,0.08,0.69
回,8.31,0.08,0.69
公众,8.31,0.08,0.69
低音,8.31,0.08,0.69
设定,4.16,0.16,0.69
进口,54.03,0.01,0.68
咱,8.31,0.08,0.68
唯一,8.31,0.08,0.68
迎来,4.16,0.16,0.68
旗舰,4.16,0.16,0.68
澎湃,4.16,0.16,0.68
基本,33.25,0.02,0.67
上海,16.63,0.04,0.67
光,16.63,0.04,0.67
时速,12.47,0.05,0.67
升降,12.47,0.05,0.67
生,8.31,0.08,0.67
谱,8.31,0.08,0.67
坐进,4.16,0.16,0.67
项目,4.16,0.16,0.67
率先,4.16,0.16,0.67
旅途,4.16,0.16,0.67
局面,4.16,0.16,0.67
防护,4.16,0.16,0.67
短途,4.16,0.16,0.67
订购,4.16,0.16,0.67
低矮,4.16,0.16,0.67
德国人,4.16,0.16,0.67
地位,12.47,0.05,0.66
身边,8.31,0.08,0.66
即将,8.31,0.08,0.66
同价位,4.16,0.16,0.66
交,4.16,0.16,0.66
公布,4.16,0.16,0.66
然而,16.63,0.04,0.65
啦,16.63,0.04,0.65
记得,8.31,0.08,0.65
吃,8.31,0.08,0.65
媳妇,4.16,0.16,0.65
看过,4.16,0.16,0.65
她,24.94,0.03,0.64
便,16.63,0.04,0.64
事情,12.47,0.05,0.64
改进,12.47,0.05,0.64
一大,4.16,0.15,0.64
手机,4.16,0.15,0.64
区域,4.16,0.15,0.64
快速,4.16,0.15,0.64
大量,4.16,0.15,0.64
潮流,4.16,0.15,0.64
现场,8.31,0.08,0.63
老气,8.31,0.08,0.63
减少,8.31,0.08,0.63
看上,4.16,0.15,0.63
持续,4.16,0.15,0.63
畅销,4.16,0.15,0.63
最终,20.78,0.03,0.62
美,20.78,0.03,0.62
惊喜,20.78,0.03,0.62
选装,12.47,0.05,0.62
样式,8.31,0.07,0.62
提速,8.31,0.07,0.62
前后,8.31,0.07,0.62
拍,8.31,0.08,0.62
方式,8.31,0.07,0.62
结构,4.16,0.15,0.62
当天,4.16,0.15,0.62
